Complaint_No,Weapon_Type
20130905181605,Shotgun                                 
20130905182300,"Personal Weapons (hands,feet,teeth,etc.)"
20130905182801,"Personal Weapons (hands,feet,teeth,etc.)"
20130905185703,Handgun                                 
20130905192703,Handgun                                 
20130905204203,Handgun                                 
20130905204301,"Blunt Object(club,hammer,etc)           "
20130905210200,"Personal Weapons (hands,feet,teeth,etc.)"
20130905214201,Handgun                                 
20130905214601,"Personal Weapons (hands,feet,teeth,etc.)"
20130905221703,"Personal Weapons (hands,feet,teeth,etc.)"
20130905230904,"Personal Weapons (hands,feet,teeth,etc.)"
20130905230904,"Blunt Object(club,hammer,etc)           "
20130905235101,"Personal Weapons (hands,feet,teeth,etc.)"
20130905235800,Handgun                                 
20130906025301,"Personal Weapons (hands,feet,teeth,etc.)"
20130906035100,"Personal Weapons (hands,feet,teeth,etc.)"
20130906041600,"Personal Weapons (hands,feet,teeth,etc.)"
20130906044900,"Personal Weapons (hands,feet,teeth,etc.)"
20130906071300,"Personal Weapons (hands,feet,teeth,etc.)"
20130906091407,Razor                                   
20130906093705,Handgun                                 
20130906094604,Not Applicable/None                     
20130906110802,"Personal Weapons (hands,feet,teeth,etc.)"
20130906120002,Handgun                                 
20130906140800,"Personal Weapons (hands,feet,teeth,etc.)"
20130906140805,"Blunt Object(club,hammer,etc)           "
20130906152001,Other Weapon                            
20130906152001,Handgun                                 
20130906155002,"Personal Weapons (hands,feet,teeth,etc.)"
20130906160703,"Personal Weapons (hands,feet,teeth,etc.)"
20130906172400,"Personal Weapons (hands,feet,teeth,etc.)"
20130906173000,Vehicle                                 
20130906173000,"Personal Weapons (hands,feet,teeth,etc.)"
20130906173802,"Personal Weapons (hands,feet,teeth,etc.)"
20130906185703,"Personal Weapons (hands,feet,teeth,etc.)"
20130906191802,Unknown/Not Stated                      
20130906191802,"Personal Weapons (hands,feet,teeth,etc.)"
20130906192803,"Personal Weapons (hands,feet,teeth,etc.)"
20130906193401,Handgun                                 
20130906194701,"Personal Weapons (hands,feet,teeth,etc.)"
20130906205401,"Personal Weapons (hands,feet,teeth,etc.)"
20130906215400,Handgun                                 
20130906215504,Handgun                                 
20130906233601,"Personal Weapons (hands,feet,teeth,etc.)"
20130907000803,"Personal Weapons (hands,feet,teeth,etc.)"
20130907011003,"Personal Weapons (hands,feet,teeth,etc.)"
20130907022100,"Personal Weapons (hands,feet,teeth,etc.)"
20130907023604,Not Applicable/None                     
20130907023703,Handgun                                 
20130907024801,"Personal Weapons (hands,feet,teeth,etc.)"
20130907032402,"Personal Weapons (hands,feet,teeth,etc.)"
20130907034102,"Personal Weapons (hands,feet,teeth,etc.)"
20130907041902,Rifle                                   
20130907044301,"Personal Weapons (hands,feet,teeth,etc.)"
20130907050300,Other Weapon                            
20130907063400,Not Applicable/None                     
20130907080100,"Personal Weapons (hands,feet,teeth,etc.)"
20130907080900,"Personal Weapons (hands,feet,teeth,etc.)"
20130907081101,"Personal Weapons (hands,feet,teeth,etc.)"
20130907095304,"Personal Weapons (hands,feet,teeth,etc.)"
20130907095400,"Personal Weapons (hands,feet,teeth,etc.)"
20130907111602,Handgun                                 
20130907111603,"Personal Weapons (hands,feet,teeth,etc.)"
20130907111603,Handgun                                 
20130907111702,Handgun                                 
20130907120000,"Personal Weapons (hands,feet,teeth,etc.)"
20130907121801,"Personal Weapons (hands,feet,teeth,etc.)"
20130907122301,Handgun                                 
20130907132703,"Personal Weapons (hands,feet,teeth,etc.)"
20130907133603,"Personal Weapons (hands,feet,teeth,etc.)"
20130907140000,Other Weapon                            
20130907140302,"Personal Weapons (hands,feet,teeth,etc.)"
20130907142802,Not Applicable/None                     
20130907150904,Not Applicable/None                     
20130907152502,Not Applicable/None                     
20130907154402,"Personal Weapons (hands,feet,teeth,etc.)"
20130907162504,"Personal Weapons (hands,feet,teeth,etc.)"
20130907163201,Other Weapon                            
20130907175101,"Personal Weapons (hands,feet,teeth,etc.)"
20130907185406,Other Weapon                            
20130907191102,"Personal Weapons (hands,feet,teeth,etc.)"
20130907202704,"Personal Weapons (hands,feet,teeth,etc.)"
20130907204903,"Personal Weapons (hands,feet,teeth,etc.)"
20130907210307,"Personal Weapons (hands,feet,teeth,etc.)"
20130907213300,"Blunt Object(club,hammer,etc)           "
20130907220100,"Personal Weapons (hands,feet,teeth,etc.)"
20130907224404,"Personal Weapons (hands,feet,teeth,etc.)"
20130907225502,"Personal Weapons (hands,feet,teeth,etc.)"
20130907235904,Razor                                   
20130907235904,Vehicle                                 
20130908001803,"Personal Weapons (hands,feet,teeth,etc.)"
20130908001901,"Personal Weapons (hands,feet,teeth,etc.)"
20130908010002,"Personal Weapons (hands,feet,teeth,etc.)"
20130908022800,Knife                                   
20130908022800,Handgun                                 
20130908022802,"Personal Weapons (hands,feet,teeth,etc.)"
20130908024202,"Personal Weapons (hands,feet,teeth,etc.)"
20130908030900,"Personal Weapons (hands,feet,teeth,etc.)"
20130908031303,"Personal Weapons (hands,feet,teeth,etc.)"
20130908031304,"Personal Weapons (hands,feet,teeth,etc.)"
20130908032504,"Personal Weapons (hands,feet,teeth,etc.)"
20130908033102,Other Weapon                            
20130908033102,"Personal Weapons (hands,feet,teeth,etc.)"
20130908035401,"Personal Weapons (hands,feet,teeth,etc.)"
20130908045702,"Personal Weapons (hands,feet,teeth,etc.)"
20130908052400,"Personal Weapons (hands,feet,teeth,etc.)"
20130908053700,"Personal Weapons (hands,feet,teeth,etc.)"
20130908055400,"Personal Weapons (hands,feet,teeth,etc.)"
20130908083802,"Personal Weapons (hands,feet,teeth,etc.)"
20130908084603,"Personal Weapons (hands,feet,teeth,etc.)"
20130908095103,Other Weapon                            
20130908095702,"Personal Weapons (hands,feet,teeth,etc.)"
20130908103500,"Personal Weapons (hands,feet,teeth,etc.)"
20130908114000,"Personal Weapons (hands,feet,teeth,etc.)"
20130908125802,"Personal Weapons (hands,feet,teeth,etc.)"
20130908131003,"Personal Weapons (hands,feet,teeth,etc.)"
20130908132201,"Personal Weapons (hands,feet,teeth,etc.)"
20130908133103,"Personal Weapons (hands,feet,teeth,etc.)"
20130908133203,Handgun                                 
20130908150401,Handgun                                 
20130908153606,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20130908153701,"Personal Weapons (hands,feet,teeth,etc.)"
20130908164202,"Personal Weapons (hands,feet,teeth,etc.)"
20130908171000,"Personal Weapons (hands,feet,teeth,etc.)"
20130908171502,"Personal Weapons (hands,feet,teeth,etc.)"
20130908180502,"Personal Weapons (hands,feet,teeth,etc.)"
20130908182900,"Personal Weapons (hands,feet,teeth,etc.)"
20130908195801,"Personal Weapons (hands,feet,teeth,etc.)"
20130908195803,Handgun                                 
20130908201000,"Personal Weapons (hands,feet,teeth,etc.)"
20130908202302,"Personal Weapons (hands,feet,teeth,etc.)"
20130908202704,"Personal Weapons (hands,feet,teeth,etc.)"
20130908203400,"Personal Weapons (hands,feet,teeth,etc.)"
20130908203805,"Personal Weapons (hands,feet,teeth,etc.)"
20130908204000,"Personal Weapons (hands,feet,teeth,etc.)"
20130908204200,"Personal Weapons (hands,feet,teeth,etc.)"
20130908205100,"Personal Weapons (hands,feet,teeth,etc.)"
20130908211600,Unknown/Not Stated                      
20130908215004,"Personal Weapons (hands,feet,teeth,etc.)"
20130908215400,"Blunt Object(club,hammer,etc)           "
20130908215400,"Personal Weapons (hands,feet,teeth,etc.)"
20130908220901,"Personal Weapons (hands,feet,teeth,etc.)"
20130908225301,"Personal Weapons (hands,feet,teeth,etc.)"
20130908225800,"Personal Weapons (hands,feet,teeth,etc.)"
20130908230800,"Personal Weapons (hands,feet,teeth,etc.)"
20130909001202,Handgun                                 
20130909003704,Vehicle                                 
20130909011001,Other Weapon                            
20130909030901,Handgun                                 
20130909031301,"Personal Weapons (hands,feet,teeth,etc.)"
20130909034601,"Personal Weapons (hands,feet,teeth,etc.)"
20130909083001,"Personal Weapons (hands,feet,teeth,etc.)"
20130909084302,Knife                                   
20130909100000,"Personal Weapons (hands,feet,teeth,etc.)"
20130909102600,"Personal Weapons (hands,feet,teeth,etc.)"
20130909103701,Undetermined Firearm                    
20130909103902,"Personal Weapons (hands,feet,teeth,etc.)"
20130909104002,"Personal Weapons (hands,feet,teeth,etc.)"
20130909104705,"Personal Weapons (hands,feet,teeth,etc.)"
20130909111307,Not Applicable/None                     
20130909111307,"Personal Weapons (hands,feet,teeth,etc.)"
20130909111307,Unknown/Not Stated                      
20130909120300,"Personal Weapons (hands,feet,teeth,etc.)"
20130909122904,"Personal Weapons (hands,feet,teeth,etc.)"
20130909135801,"Personal Weapons (hands,feet,teeth,etc.)"
20130909141002,"Personal Weapons (hands,feet,teeth,etc.)"
20130909143502,"Personal Weapons (hands,feet,teeth,etc.)"
20130909145700,"Personal Weapons (hands,feet,teeth,etc.)"
20130909150601,Handgun                                 
20130909162504,Knife                                   
20130909163501,"Personal Weapons (hands,feet,teeth,etc.)"
20130909175401,"Personal Weapons (hands,feet,teeth,etc.)"
20130909205102,Handgun                                 
20130909211901,"Personal Weapons (hands,feet,teeth,etc.)"
20130909213100,"Personal Weapons (hands,feet,teeth,etc.)"
20130909220605,Other Weapon                            
20130909220901,"Personal Weapons (hands,feet,teeth,etc.)"
20130909223503,"Personal Weapons (hands,feet,teeth,etc.)"
20130909224801,"Personal Weapons (hands,feet,teeth,etc.)"
20130909230103,"Personal Weapons (hands,feet,teeth,etc.)"
20130909233700,Handgun                                 
20130909235800,Handgun                                 
20130910001600,"Personal Weapons (hands,feet,teeth,etc.)"
20130910002600,"Personal Weapons (hands,feet,teeth,etc.)"
20130910004507,"Personal Weapons (hands,feet,teeth,etc.)"
20130910013400,"Personal Weapons (hands,feet,teeth,etc.)"
20130910033100,Handgun                                 
20130910064400,"Personal Weapons (hands,feet,teeth,etc.)"
20130910072400,Knife                                   
20130910082903,Undetermined Firearm                    
20130910093904,"Personal Weapons (hands,feet,teeth,etc.)"
20130910112205,Not Applicable/None                     
20130910112803,Other Weapon                            
20130910113100,"Personal Weapons (hands,feet,teeth,etc.)"
20130910113401,Knife                                   
20130910115300,"Personal Weapons (hands,feet,teeth,etc.)"
20130910115302,Handgun                                 
20130910123201,"Personal Weapons (hands,feet,teeth,etc.)"
20130910125604,"Personal Weapons (hands,feet,teeth,etc.)"
20130910140004,Unknown/Not Stated                      
20130910144503,"Personal Weapons (hands,feet,teeth,etc.)"
20130910151901,"Personal Weapons (hands,feet,teeth,etc.)"
20130910160103,"Personal Weapons (hands,feet,teeth,etc.)"
20130910162809,"Personal Weapons (hands,feet,teeth,etc.)"
20130910191101,"Personal Weapons (hands,feet,teeth,etc.)"
20130910191900,"Personal Weapons (hands,feet,teeth,etc.)"
20130910201102,"Personal Weapons (hands,feet,teeth,etc.)"
20130910204801,Not Applicable/None                     
20130910212607,"Personal Weapons (hands,feet,teeth,etc.)"
20130910215200,Handgun                                 
20130910220801,"Personal Weapons (hands,feet,teeth,etc.)"
20130910221200,Other Weapon                            
20130910224400,"Personal Weapons (hands,feet,teeth,etc.)"
20130910224801,"Personal Weapons (hands,feet,teeth,etc.)"
20130910225101,Knife                                   
20130910225600,"Personal Weapons (hands,feet,teeth,etc.)"
20130910230701,"Personal Weapons (hands,feet,teeth,etc.)"
20130911010500,Handgun                                 
20130911010500,"Personal Weapons (hands,feet,teeth,etc.)"
20130911011101,"Personal Weapons (hands,feet,teeth,etc.)"
20130911012300,Knife                                   
20130911023901,"Blunt Object(club,hammer,etc)           "
20130911025101,"Personal Weapons (hands,feet,teeth,etc.)"
20130911071203,"Personal Weapons (hands,feet,teeth,etc.)"
20130911092003,Handgun                                 
20130911111301,"Personal Weapons (hands,feet,teeth,etc.)"
20130911114904,Handgun                                 
20130911122400,"Personal Weapons (hands,feet,teeth,etc.)"
20130911122401,"Personal Weapons (hands,feet,teeth,etc.)"
20130911125600,Knife                                   
20130911125602,"Personal Weapons (hands,feet,teeth,etc.)"
20130911130301,"Personal Weapons (hands,feet,teeth,etc.)"
20130911131200,"Personal Weapons (hands,feet,teeth,etc.)"
20130911134700,"Personal Weapons (hands,feet,teeth,etc.)"
20130911134700,Not Applicable/None                     
20130911142706,"Personal Weapons (hands,feet,teeth,etc.)"
20130911144900,"Blunt Object(club,hammer,etc)           "
20130911150005,"Personal Weapons (hands,feet,teeth,etc.)"
20130911152702,"Personal Weapons (hands,feet,teeth,etc.)"
20130911153000,"Blunt Object(club,hammer,etc)           "
20130911153005,"Personal Weapons (hands,feet,teeth,etc.)"
20130911160800,"Personal Weapons (hands,feet,teeth,etc.)"
20130911171202,Knife                                   
20130911174902,Handgun                                 
20130911180700,"Personal Weapons (hands,feet,teeth,etc.)"
20130911183102,"Personal Weapons (hands,feet,teeth,etc.)"
20130911191200,"Personal Weapons (hands,feet,teeth,etc.)"
20130911191200,Handgun                                 
20130911195101,Handgun                                 
20130911195101,Not Applicable/None                     
20130911202701,"Personal Weapons (hands,feet,teeth,etc.)"
20130911203501,"Personal Weapons (hands,feet,teeth,etc.)"
20130911223506,Handgun                                 
20130911224803,"Personal Weapons (hands,feet,teeth,etc.)"
20130911231301,Handgun                                 
20130911231802,Handgun                                 
20130911231802,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20130911232303,Handgun                                 
20130911233200,Handgun                                 
20130911234701,Handgun                                 
20130912000700,Rifle                                   
20130912002902,Key/Lock Bypassing                      
20130912002902,"Personal Weapons (hands,feet,teeth,etc.)"
20130912003800,"Personal Weapons (hands,feet,teeth,etc.)"
20130912010803,Vehicle                                 
20130912013501,Rifle                                   
20130912015100,"Personal Weapons (hands,feet,teeth,etc.)"
20130912024301,Knife                                   
20130912030402,"Personal Weapons (hands,feet,teeth,etc.)"
20130912033600,"Personal Weapons (hands,feet,teeth,etc.)"
20130912044001,"Personal Weapons (hands,feet,teeth,etc.)"
20130912070000,"Personal Weapons (hands,feet,teeth,etc.)"
20130912074100,Vehicle                                 
20130912083902,Other Weapon                            
20130912092101,Undetermined Firearm                    
20130912101408,"Personal Weapons (hands,feet,teeth,etc.)"
20130912104701,"Personal Weapons (hands,feet,teeth,etc.)"
20130912104900,"Personal Weapons (hands,feet,teeth,etc.)"
20130912114300,"Personal Weapons (hands,feet,teeth,etc.)"
20130912114401,Other Weapon                            
20130912115601,"Personal Weapons (hands,feet,teeth,etc.)"
20130912124102,"Personal Weapons (hands,feet,teeth,etc.)"
20130912133400,Handgun                                 
20130912134902,"Personal Weapons (hands,feet,teeth,etc.)"
20130912135302,Knife                                   
20130912141200,Handgun                                 
20130912144500,Handgun                                 
20130912144503,"Personal Weapons (hands,feet,teeth,etc.)"
20130912151104,Handgun                                 
20130912154803,"Personal Weapons (hands,feet,teeth,etc.)"
20130912163000,Other Weapon                            
20130912163000,"Personal Weapons (hands,feet,teeth,etc.)"
20130912163702,Knife                                   
20130912172302,"Personal Weapons (hands,feet,teeth,etc.)"
20130912174602,Other Chemical/Drugs                    
20130912182301,Key/Lock Bypassing                      
20130912182404,Vehicle                                 
20130912182600,"Personal Weapons (hands,feet,teeth,etc.)"
20130912192300,"Personal Weapons (hands,feet,teeth,etc.)"
20130912195601,"Personal Weapons (hands,feet,teeth,etc.)"
20130912204001,"Personal Weapons (hands,feet,teeth,etc.)"
20130912211300,"Personal Weapons (hands,feet,teeth,etc.)"
20130912214300,"Personal Weapons (hands,feet,teeth,etc.)"
20130912214904,Other Cutting Instrument                
20130912215004,"Personal Weapons (hands,feet,teeth,etc.)"
20130912224601,"Personal Weapons (hands,feet,teeth,etc.)"
20130912235103,"Personal Weapons (hands,feet,teeth,etc.)"
20130913001003,"Personal Weapons (hands,feet,teeth,etc.)"
20130913004001,"Personal Weapons (hands,feet,teeth,etc.)"
20130913011500,"Personal Weapons (hands,feet,teeth,etc.)"
20130913012800,"Personal Weapons (hands,feet,teeth,etc.)"
20130913014800,"Personal Weapons (hands,feet,teeth,etc.)"
20130913051601,Shotgun                                 
20130913055801,Not Applicable/None                     
20130913080305,"Personal Weapons (hands,feet,teeth,etc.)"
20130913081803,Not Applicable/None                     
20130913083701,Not Applicable/None                     
20130913083902,Handgun                                 
20130913090002,"Personal Weapons (hands,feet,teeth,etc.)"
20130913094502,Other Weapon                            
20130913112100,"Personal Weapons (hands,feet,teeth,etc.)"
20130913125603,Other Weapon                            
20130913125603,"Personal Weapons (hands,feet,teeth,etc.)"
20130913140401,"Personal Weapons (hands,feet,teeth,etc.)"
20130913141900,"Personal Weapons (hands,feet,teeth,etc.)"
20130913145604,Razor                                   
20130913145901,Other Weapon                            
20130913153001,"Personal Weapons (hands,feet,teeth,etc.)"
20130913160403,"Personal Weapons (hands,feet,teeth,etc.)"
20130913160904,"Personal Weapons (hands,feet,teeth,etc.)"
20130913160904,Handgun                                 
20130913161301,"Personal Weapons (hands,feet,teeth,etc.)"
20130913161701,"Personal Weapons (hands,feet,teeth,etc.)"
20130913161900,Knife                                   
20130913162004,"Personal Weapons (hands,feet,teeth,etc.)"
20130913163205,"Blunt Object(club,hammer,etc)           "
20130913181103,"Personal Weapons (hands,feet,teeth,etc.)"
20130913182600,"Personal Weapons (hands,feet,teeth,etc.)"
20130913182705,Handgun                                 
20130913200107,"Personal Weapons (hands,feet,teeth,etc.)"
20130913200107,Handgun                                 
20130913201301,Handgun                                 
20130913201400,"Personal Weapons (hands,feet,teeth,etc.)"
20130913204201,Handgun                                 
20130913204307,"Personal Weapons (hands,feet,teeth,etc.)"
20130913210005,Razor                                   
20130913210005,"Personal Weapons (hands,feet,teeth,etc.)"
20130913211907,"Personal Weapons (hands,feet,teeth,etc.)"
20130913213101,"Personal Weapons (hands,feet,teeth,etc.)"
20130913224002,Vehicle                                 
20130913234804,"Personal Weapons (hands,feet,teeth,etc.)"
20130914003600,"Personal Weapons (hands,feet,teeth,etc.)"
20130914003903,"Personal Weapons (hands,feet,teeth,etc.)"
20130914004602,Handgun                                 
20130914013403,"Personal Weapons (hands,feet,teeth,etc.)"
20130914013501,"Personal Weapons (hands,feet,teeth,etc.)"
20130914015302,"Personal Weapons (hands,feet,teeth,etc.)"
20130914021500,"Personal Weapons (hands,feet,teeth,etc.)"
20130914031401,"Personal Weapons (hands,feet,teeth,etc.)"
20130914045201,"Personal Weapons (hands,feet,teeth,etc.)"
20130914055900,"Personal Weapons (hands,feet,teeth,etc.)"
20130914080003,Handgun                                 
20130914092303,"Personal Weapons (hands,feet,teeth,etc.)"
20130914094002,"Personal Weapons (hands,feet,teeth,etc.)"
20130914100200,"Personal Weapons (hands,feet,teeth,etc.)"
20130914111300,"Personal Weapons (hands,feet,teeth,etc.)"
20130914112201,"Personal Weapons (hands,feet,teeth,etc.)"
20130914114300,"Personal Weapons (hands,feet,teeth,etc.)"
20130914131401,"Personal Weapons (hands,feet,teeth,etc.)"
20130914131701,"Personal Weapons (hands,feet,teeth,etc.)"
20130914143002,Shotgun                                 
20130914143805,"Personal Weapons (hands,feet,teeth,etc.)"
20130914145503,"Personal Weapons (hands,feet,teeth,etc.)"
20130914150902,"Personal Weapons (hands,feet,teeth,etc.)"
20130914152201,"Personal Weapons (hands,feet,teeth,etc.)"
20130914152201,Handgun                                 
20130914153700,"Personal Weapons (hands,feet,teeth,etc.)"
20130914155303,Other Weapon                            
20130914164100,"Personal Weapons (hands,feet,teeth,etc.)"
20130914185701,"Personal Weapons (hands,feet,teeth,etc.)"
20130914190802,"Personal Weapons (hands,feet,teeth,etc.)"
20130914193001,"Personal Weapons (hands,feet,teeth,etc.)"
20130914195901,"Personal Weapons (hands,feet,teeth,etc.)"
20130914202100,"Personal Weapons (hands,feet,teeth,etc.)"
20130914203100,"Personal Weapons (hands,feet,teeth,etc.)"
20130914203100,Handgun                                 
20130914205003,"Personal Weapons (hands,feet,teeth,etc.)"
20130914210801,"Personal Weapons (hands,feet,teeth,etc.)"
20130914211300,"Personal Weapons (hands,feet,teeth,etc.)"
20130914212301,"Personal Weapons (hands,feet,teeth,etc.)"
20130914213601,"Personal Weapons (hands,feet,teeth,etc.)"
20130914213702,Handgun                                 
20130914214701,"Personal Weapons (hands,feet,teeth,etc.)"
20130914215802,"Personal Weapons (hands,feet,teeth,etc.)"
20130914220301,Not Applicable/None                     
20130914223002,"Personal Weapons (hands,feet,teeth,etc.)"
20130914230100,"Personal Weapons (hands,feet,teeth,etc.)"
20130914232403,"Personal Weapons (hands,feet,teeth,etc.)"
20130915000302,Not Applicable/None                     
20130915000400,"Personal Weapons (hands,feet,teeth,etc.)"
20130915013902,"Personal Weapons (hands,feet,teeth,etc.)"
20130915020101,"Personal Weapons (hands,feet,teeth,etc.)"
20130915020600,"Personal Weapons (hands,feet,teeth,etc.)"
20130915020600,Not Applicable/None                     
20130915020601,"Personal Weapons (hands,feet,teeth,etc.)"
20130915024803,"Personal Weapons (hands,feet,teeth,etc.)"
20130915030100,Handgun                                 
20130915031300,"Personal Weapons (hands,feet,teeth,etc.)"
20130915033502,"Personal Weapons (hands,feet,teeth,etc.)"
20130915040501,"Personal Weapons (hands,feet,teeth,etc.)"
20130915041702,"Personal Weapons (hands,feet,teeth,etc.)"
20130915042600,Unknown/Not Stated                      
20130915051500,"Personal Weapons (hands,feet,teeth,etc.)"
20130915063500,"Personal Weapons (hands,feet,teeth,etc.)"
20130915072700,Not Applicable/None                     
20130915090601,"Personal Weapons (hands,feet,teeth,etc.)"
20130915110302,Handgun                                 
20130915110400,"Personal Weapons (hands,feet,teeth,etc.)"
20130915121002,"Personal Weapons (hands,feet,teeth,etc.)"
20130915121401,Handgun                                 
20130915133401,"Personal Weapons (hands,feet,teeth,etc.)"
20130915143402,"Personal Weapons (hands,feet,teeth,etc.)"
20130915143600,"Personal Weapons (hands,feet,teeth,etc.)"
20130915145900,"Personal Weapons (hands,feet,teeth,etc.)"
20130915155002,"Personal Weapons (hands,feet,teeth,etc.)"
20130915172600,"Blunt Object(club,hammer,etc)           "
20130915180704,"Personal Weapons (hands,feet,teeth,etc.)"
20130915183100,"Personal Weapons (hands,feet,teeth,etc.)"
20130915183901,Other Weapon                            
20130915183901,"Personal Weapons (hands,feet,teeth,etc.)"
20130915185300,"Personal Weapons (hands,feet,teeth,etc.)"
20130915190001,"Personal Weapons (hands,feet,teeth,etc.)"
20130915192201,"Personal Weapons (hands,feet,teeth,etc.)"
20130915193501,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20130915193502,Handgun                                 
20130915202602,Handgun                                 
20130915203302,"Personal Weapons (hands,feet,teeth,etc.)"
20130915205800,Unknown/Not Stated                      
20130915212802,Undetermined Firearm                    
20130915213701,"Personal Weapons (hands,feet,teeth,etc.)"
20130915221501,"Personal Weapons (hands,feet,teeth,etc.)"
20130915224200,"Personal Weapons (hands,feet,teeth,etc.)"
20130915224501,Knife                                   
20130915231300,Other Weapon                            
20130915231901,Handgun                                 
20130916003300,"Personal Weapons (hands,feet,teeth,etc.)"
20130916055200,"Personal Weapons (hands,feet,teeth,etc.)"
20130916072900,"Personal Weapons (hands,feet,teeth,etc.)"
20130916084905,"Personal Weapons (hands,feet,teeth,etc.)"
20130916090602,Handgun                                 
20130916092103,"Personal Weapons (hands,feet,teeth,etc.)"
20130916093605,"Personal Weapons (hands,feet,teeth,etc.)"
20130916104900,"Personal Weapons (hands,feet,teeth,etc.)"
20130916105900,"Personal Weapons (hands,feet,teeth,etc.)"
20130916122901,Knife                                   
20130916123702,Other Weapon                            
20130916125201,Knife                                   
20130916125201,"Personal Weapons (hands,feet,teeth,etc.)"
20130916143903,"Personal Weapons (hands,feet,teeth,etc.)"
20130916145400,Other Weapon                            
20130916145400,Handgun                                 
20130916145400,Rifle                                   
20130916152001,Not Applicable/None                     
20130916181301,Not Applicable/None                     
20130916193703,Not Applicable/None                     
20130916203300,Not Applicable/None                     
20130916224003,Handgun                                 
20130916224101,Not Applicable/None                     
20130916231000,Handgun                                 
20130916232601,"Personal Weapons (hands,feet,teeth,etc.)"
20130917000001,"Personal Weapons (hands,feet,teeth,etc.)"
20130917005402,Knife                                   
20130917012300,"Personal Weapons (hands,feet,teeth,etc.)"
20130917013201,"Personal Weapons (hands,feet,teeth,etc.)"
20130917034900,"Personal Weapons (hands,feet,teeth,etc.)"
20130917040301,Not Applicable/None                     
20130917072202,Unknown/Not Stated                      
20130917075500,"Personal Weapons (hands,feet,teeth,etc.)"
20130917075600,"Personal Weapons (hands,feet,teeth,etc.)"
20130917080304,Knife                                   
20130917084203,"Personal Weapons (hands,feet,teeth,etc.)"
20130917094201,"Personal Weapons (hands,feet,teeth,etc.)"
20130917104105,Not Applicable/None                     
20130917110602,Not Applicable/None                     
20130917114902,"Personal Weapons (hands,feet,teeth,etc.)"
20130917120301,"Personal Weapons (hands,feet,teeth,etc.)"
20130917122101,Handgun                                 
20130917123701,Other Cutting Instrument                
20130917124404,"Personal Weapons (hands,feet,teeth,etc.)"
20130917131407,"Personal Weapons (hands,feet,teeth,etc.)"
20130917135504,"Personal Weapons (hands,feet,teeth,etc.)"
20130917141605,"Personal Weapons (hands,feet,teeth,etc.)"
20130917143601,"Personal Weapons (hands,feet,teeth,etc.)"
20130917144901,"Personal Weapons (hands,feet,teeth,etc.)"
20130917145004,Other Weapon                            
20130917155100,Other Weapon                            
20130917155100,"Personal Weapons (hands,feet,teeth,etc.)"
20130917160201,Other Weapon                            
20130917161003,Knife                                   
20130917161503,Handgun                                 
20130917163700,Other Weapon                            
20130917170704,"Personal Weapons (hands,feet,teeth,etc.)"
20130917171403,Other Weapon                            
20130917173402,Handgun                                 
20130917173803,"Blunt Object(club,hammer,etc)           "
20130917180601,Other Weapon                            
20130917180601,"Personal Weapons (hands,feet,teeth,etc.)"
20130917180704,Knife                                   
20130917181803,"Blunt Object(club,hammer,etc)           "
20130917210307,"Personal Weapons (hands,feet,teeth,etc.)"
20130917224401,Handgun                                 
20130917224501,"Personal Weapons (hands,feet,teeth,etc.)"
20130917225702,Handgun                                 
20130917233800,"Personal Weapons (hands,feet,teeth,etc.)"
20130918015102,"Personal Weapons (hands,feet,teeth,etc.)"
20130918025400,Other Weapon                            
20130918025400,"Personal Weapons (hands,feet,teeth,etc.)"
20130918045701,"Personal Weapons (hands,feet,teeth,etc.)"
20130918063700,"Personal Weapons (hands,feet,teeth,etc.)"
20130918074201,"Personal Weapons (hands,feet,teeth,etc.)"
20130918082301,"Personal Weapons (hands,feet,teeth,etc.)"
20130918082301,Other Weapon                            
20130918092003,"Personal Weapons (hands,feet,teeth,etc.)"
20130918094503,"Personal Weapons (hands,feet,teeth,etc.)"
20130918102103,"Personal Weapons (hands,feet,teeth,etc.)"
20130918102202,"Personal Weapons (hands,feet,teeth,etc.)"
20130918102900,"Personal Weapons (hands,feet,teeth,etc.)"
20130918103803,Handgun                                 
20130918114601,Handgun                                 
20130918114603,Handgun                                 
20130918131404,Knife                                   
20130918144903,"Personal Weapons (hands,feet,teeth,etc.)"
20130918165703,"Personal Weapons (hands,feet,teeth,etc.)"
20130918170900,"Personal Weapons (hands,feet,teeth,etc.)"
20130918171003,"Personal Weapons (hands,feet,teeth,etc.)"
20130918171302,"Personal Weapons (hands,feet,teeth,etc.)"
20130918180801,Vehicle                                 
20130918190006,"Personal Weapons (hands,feet,teeth,etc.)"
20130918201804,Unknown/Not Stated                      
20130918202000,Knife                                   
20130918204900,Knife                                   
20130918211602,Handgun                                 
20130918224200,"Personal Weapons (hands,feet,teeth,etc.)"
20130918224503,"Personal Weapons (hands,feet,teeth,etc.)"
20130918232501,Handgun                                 
20130918235900,"Personal Weapons (hands,feet,teeth,etc.)"
20130919000402,"Personal Weapons (hands,feet,teeth,etc.)"
20130919000800,Handgun                                 
20130919003200,Handgun                                 
20130919003200,"Personal Weapons (hands,feet,teeth,etc.)"
20130919004400,"Personal Weapons (hands,feet,teeth,etc.)"
