Street_Address,Zipcode,X_Coordinate,Y_Coordinate,NIBRS_Hi_Class,HighRisk
   COMMONWEALTH                             AV,28205-5300  ,1462395,536808,Motor Vehicle Theft,0
   ARNOLD                                   DR,28205,1468010,540987,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28205,1474540,533970,Motor Vehicle Theft,0
   ARCHDALE                                 DR,28217,1434861,514816,Motor Vehicle Theft,0
   OAKDALE COMMONS                          CT,28216-5811  ,1433219,573814,Motor Vehicle Theft,0
   CARONIA                                  ST,28208,1434186,535459,Motor Vehicle Theft,0
   WILKINSON                                BV,28208,1428290,543611,Motor Vehicle Theft,0
   BROOKSHIRE                               BV,28214,1437438,559924,Motor Vehicle Theft,0
   PAPERBARK                                CR,28277,1442039,474002,Motor Vehicle Theft,0
   JOHNSTON OEHLER                          RD,28269,1468555,592861,Motor Vehicle Theft,0
W  WOODLAWN                                 RD,28210,1437194,526276,Motor Vehicle Theft,0
   CADES COVE                               DR,28273,1408121,513110,Motor Vehicle Theft,0
   WATERFORD KNOLL                          DR,28226,1447476,493700,Motor Vehicle Theft,0
   STATE                                    ST,28206,1440290,547466,Motor Vehicle Theft,0
   CANTWELL                                 ST,28208,1433928,554777,Motor Vehicle Theft,0
   CEDAR CREEK                              LN,28210,1445742,494359,Motor Vehicle Theft,0
   REA                                      RD,28277,1457691,479437,Motor Vehicle Theft,0
   COPPER CREEK                             CT,28227,1487144,533982,Motor Vehicle Theft,0
   BEARWOOD                                 AV,28213,1466753,551295,Motor Vehicle Theft,0
W  PARK                                     AV,28203,1444216,538865,Motor Vehicle Theft,0
   BRADFORD                                 DR,28208,1433392,554757,Motor Vehicle Theft,0
   ENGLEHARDT                               ST,28216,1444394,556055,Motor Vehicle Theft,0
   GOLD PAN                                 RD,28215,1499384,551589,Motor Vehicle Theft,0
   CREEKWOOD QUORUM                         DR,28212,1479596,517769,Motor Vehicle Theft,0
   SOUTHWOLD                                DR,28216,1434771,524305,Motor Vehicle Theft,0
   CAROLINA                                 AV,28208,1427694,540901,Motor Vehicle Theft,0
   ALPINE                                   LN,28269,1459444,567869,Motor Vehicle Theft,0
   GINGER                                   LN,28215,1481702,555892,Motor Vehicle Theft,0
   PEGRAM                                   ST,28205,1458362,545075,Motor Vehicle Theft,0
   PROGRESS                                 LN,28205,1471797,535948,Motor Vehicle Theft,0
   DURHAM                                   DR,28269,1454094,567373,Motor Vehicle Theft,0
N  HOSKINS                                  RD,28208,1438122,557324,Motor Vehicle Theft,0
   POLK                                     ST,28206,1450618,547616,Motor Vehicle Theft,0
   MONROE                                   RD,28212,1472896,526795,Motor Vehicle Theft,0
   EASTWAY                                  DR,28205,1470002,543318,Motor Vehicle Theft,0
   SHARVIEW                                 CR,28217,1433104,518782,Motor Vehicle Theft,0
   SHENANDOAH                               AV,28212,1462327,536231,Motor Vehicle Theft,0
   TERRYBROOK                               LN,28205,1467160,548125,Motor Vehicle Theft,0
   LIMA                                     AV,28216,1443850,548647,Motor Vehicle Theft,0
   SANIBEL                                  DR,28227,1492365,529175,Motor Vehicle Theft,0
W  SUGAR CREEK                              RD,28213,1464606,560566,Motor Vehicle Theft,0
W  SUGAR CREEK                              RD,28213-5419  ,1464642,560292,Motor Vehicle Theft,0
   HEATHER GLEN                             LN,28208,1426688,552550,Motor Vehicle Theft,0
   GREEN MOSS                               LN,28208,1427792,550729,Motor Vehicle Theft,0
   YAGER CREEK                              DR,28217,1423644,512303,Motor Vehicle Theft,0
   HILO                                     DR,28213,1460563,553304,Motor Vehicle Theft,0
   RUSSELL                                  AV,28216,1447916,553386,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28205,1468955,533028,Motor Vehicle Theft,0
   ARROWCREEK                               DR,28273,1424638,512772,Motor Vehicle Theft,0
N  I-85                                     FR,28216,1446613,558756,Motor Vehicle Theft,0
   THE PLAZA                                  ,28215,1476834,550161,Motor Vehicle Theft,0
E  36TH                                     ST,28205,1461331,549782,Motor Vehicle Theft,0
   RENTAL CAR                               RD,28214,1418347,542918,Motor Vehicle Theft,0
   NATIONS FORD                             RD,28217,1434702,520116,Motor Vehicle Theft,0
   MCALPINE PARK                            DR,28212,1476656,514603,Motor Vehicle Theft,0
   MOULTON                                  CT,28215,1476199,557960,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28212,1474363,528014,Motor Vehicle Theft,0
N  I-85                                     RA,28208,1433933,550512,Motor Vehicle Theft,0
   FREEDOM                                  DR,28214,1422814,559031,Motor Vehicle Theft,0
   PLAZA WALK                               DR,28215,1469414,549619,Motor Vehicle Theft,0
   GRETNA GREEN                             DR,28217,1425673,517694,Motor Vehicle Theft,0
   SHARVIEW                                 CR,28217,1431873,519407,Motor Vehicle Theft,0
   PROSPERITY CHURCH                        RD,28269,1470437,586384,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28212,1474023,528850,Motor Vehicle Theft,0
N  TRYON                                    ST,28206,1455958,548593,Motor Vehicle Theft,0
   WOODBEND                                 DR,28212,1480658,532008,Motor Vehicle Theft,0
   YATESWOOD                                DR,28212,1482329,532934,Motor Vehicle Theft,0
   BELLHAVEN                                CR,28214,1418931,576241,Motor Vehicle Theft,0
   WILLIAM REYNOLDS                         DR,28215,1484445,549701,Motor Vehicle Theft,0
   VENTURA WAY                              DR,28213,1467271,561443,Motor Vehicle Theft,0
   CENTRAL                                  AV,28205,1474550,536754,Motor Vehicle Theft,0
   JOHN PENN                                CR,28213,1481207,552640,Motor Vehicle Theft,0
   MINNESOTA                                RD,28208,1435119,545849,Motor Vehicle Theft,0
   FLORAL GROVE                             LN,28216,1419161,577435,Motor Vehicle Theft,0
   MATHIS                                   DR,28208,1436700,548963,Motor Vehicle Theft,0
   MONTCREST                                DR,28217,1437246,515036,Motor Vehicle Theft,0
   EASTWAY                                  DR,28205,1470143,545348,Motor Vehicle Theft,0
   SPRING GARDEN                            LN,28213,1469567,559045,Motor Vehicle Theft,0
   ARBOR TRACE                              DR,28273,1409362,499013,Motor Vehicle Theft,0
   STONEHENGE                               LN,28216,1440192,565649,Motor Vehicle Theft,0
   GRIFFITH                                 ST,28203,1439771,534401,Motor Vehicle Theft,0
   CREIGHTON                                DR,28205,1464960,536620,Motor Vehicle Theft,0
   EAST END                                 ST,28208,1435194,553335,Motor Vehicle Theft,0
   ELMIN                                    ST,28208,1432503,537509,Motor Vehicle Theft,0
   LANECREST                                DR,28215,1478316,547908,Motor Vehicle Theft,0
   BERKSHIRE                                RD,28209,1442965,532726,Motor Vehicle Theft,0
W  EASTWAY                                  DR,28213,1469484,554186,Motor Vehicle Theft,0
   EDDINGTON                                ST,28208,1432383,537733,Motor Vehicle Theft,0
   PROVIDENCE HILLS                         DR,28105,1487494,490021,Motor Vehicle Theft,0
N  TRYON                                    ST,28262,1477482,569507,Motor Vehicle Theft,0
   FAIRWAY RIDGE                            RD,28277,1463474,483235,Motor Vehicle Theft,0
   PEACEFUL GLEN                            RD,28217,1430532,507093,Motor Vehicle Theft,0
   HALTON PARK                              DR,28262,1490269,574379,Motor Vehicle Theft,0
E  TRADE                                    ST,28202,1449617,542605,Motor Vehicle Theft,0
   HOWIE                                    CR,28213,1467847,551255,Motor Vehicle Theft,0
   SOUTHWEST                                BV,28216,1441813,556150,Motor Vehicle Theft,0
N  DAVIDSON                                 ST,28205,1460348,549696,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28215,1485648,533771,Motor Vehicle Theft,0
   FIRELIGHT                                LN,28212,1474919,532634,Motor Vehicle Theft,0
   LITTLE ROCK                              RD,28214,1420878,551596,Motor Vehicle Theft,0
   GRANDVIEW RIDGE                          DR,28215,1500656,535572,Motor Vehicle Theft,0
   RANDOM                                   PL,28215,1480019,553181,Motor Vehicle Theft,0
   WILKINSON                                BV,28208,1432707,542079,Motor Vehicle Theft,0
   FRUEHAUF                                 DR,28217,1414409,508333,Motor Vehicle Theft,0
   WOODWAY HILLS                            DR,28105,1483357,516468,Motor Vehicle Theft,0
   WINDSOR GATE                             LN,28215,1484658,542367,Motor Vehicle Theft,0
N  TRYON                                    ST,28213,1472943,559372,Motor Vehicle Theft,0
   SHADY OAK                                TL,28210,1440040,504437,Motor Vehicle Theft,0
   WILKINSON                                BV,28208,1434742,542115,Motor Vehicle Theft,0
   DINGLEWOOD                               AV,28205,1466867,550480,Motor Vehicle Theft,0
   HILLIARD                                 DR,28205,1466740,545341,Motor Vehicle Theft,0
N  GRAHAM                                   ST,28206,1454338,550842,Motor Vehicle Theft,0
N  I-77                                     IN,28216,1449166,586487,Motor Vehicle Theft,0
   PECAN                                    AV,28204,1457664,537842,Motor Vehicle Theft,0
   TYVOLA                                   DR,28210,1439931,519406,Motor Vehicle Theft,0
   CHURCHTON                                PL,28277,1455732,479305,Motor Vehicle Theft,0
N  SHARON AMITY                             RD,28205,1475705,536351,Motor Vehicle Theft,0
   WESTWINDS                                CT,28214,1416763,572814,Motor Vehicle Theft,0
   STRADBROOK                               DR,28210,1443934,502428,Motor Vehicle Theft,0
   MELLWOOD                                 DR,28214,1421813,569460,Motor Vehicle Theft,0
   GLENWOOD                                 DR,28208,1435758,552996,Motor Vehicle Theft,0
   VICKERY                                  DR,28215,1475833,553069,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28270,1483532,514425,Motor Vehicle Theft,0
E  36TH                                     ST,28205,1460813,550251,Motor Vehicle Theft,0
   STREAM BANK                              DR,28269,1449348,565982,Motor Vehicle Theft,0
   CANTEY                                   PL,28211,1453303,516798,Motor Vehicle Theft,0
   TODD                                     LN,28208,1432003,561467,Motor Vehicle Theft,0
   IVY MEADOW                               DR,28213,1484152,565570,Motor Vehicle Theft,0
   GOLDEN RIDGE                             LN,28208,1433839,535068,Motor Vehicle Theft,0
   PRESTBURY                                BV,28216,1445942,584462,Motor Vehicle Theft,0
   WOODSEDGE                                DR,28216-1879  ,1443977,586575,Motor Vehicle Theft,0
   MONTANA                                  DR,28216,1445119,558299,Motor Vehicle Theft,0
   MATHESON                                 AV,28205,1459765,547848,Motor Vehicle Theft,0
   HONEYWOOD                                AV,28216,1440831,556373,Motor Vehicle Theft,0
   GREEN OAKS                               LN,28205,1463310,536916,Motor Vehicle Theft,0
   HITCHCOCK                                LN,28262,1476113,570328,Motor Vehicle Theft,0
